Nation,Position,Player,Club,Age,Caps
Spain,Defender,Joan Capdevila,Villarreal,32,46
Spain,Goalkeeper,Víctor Valdés,Barcelona,28,1
Spain,Midfielder,Juan Mata,Valencia,22,8
Spain,Midfielder,Xabi Alonso,Real Madrid,28,69
Spain,Defender,Sergio Ramos,Real Madrid,24,60
Spain,Midfielder,Sergio Busquets,Barcelona,21,13
Spain,Defender,Álvaro Arbeloa,Real Madrid,27,15
Spain,Forward,Pedro,Barcelona,22,3
Spain,Forward,Fernando Llorente,Athletic Bilbao,25,7
Spain,Midfielder,Javi Martínez,Athletic Bilbao,21,2
Spain,Midfielder,David Silva,Valencia,24,36
Spain,Midfielder,Jesús Navas,Sevilla,24,6
Spain,Goalkeeper,Pepe Reina,Liverpool,27,20
Switzerland,Goalkeeper,Diego Benaglio,VfL Wolfsburg,26,27
Switzerland,Defender,Stephan Lichtsteiner,Lazio,26,28
Switzerland,Defender,Ludovic Magnin,Zürich,31,62
Switzerland,Defender,Philippe Senderos,Everton,25,40
Switzerland,Defender,Steve von Bergen,Hertha BSC,27,11
Switzerland,Midfielder,Benjamin Huggel,Basel,32,38
Switzerland,Midfielder,Tranquillo Barnetta,Bayer Leverkusen,25,52
Switzerland,Midfielder,Gökhan Inler,Udinese,25,36
Switzerland,Forward,Alexander Frei,Basel,30,75
Switzerland,Forward,Blaise Nkufo,Twente,35,31
Switzerland,Midfielder,Valon Behrami,West Ham United,25,27
Switzerland,Goalkeeper,Marco Wölfli,Young Boys,27,5
Switzerland,Defender,Stéphane Grichting,Auxerre,31,35
Switzerland,Midfielder,Marco Padalino,Sampdoria,26,8
Switzerland,Midfielder,Hakan Yakin,Luzern,33,81
Switzerland,Midfielder,Gélson Fernandes,Saint-Étienne,23,24
Switzerland,Defender,Reto Ziegler,Sampdoria,24,12
Switzerland,Forward,Albert Bunjaku,1. FC Nürnberg,26,3
Switzerland,Forward,Eren Derdiyok,Bayer Leverkusen,21,21
Switzerland,Midfielder,Pirmin Schwegler,Eintracht Frankfurt,23,4
Switzerland,Goalkeeper,Johnny Leoni,Zürich,25,0
Switzerland,Defender,Mario Eggimann,Hannover 96,29,8
Switzerland,Midfielder,Xherdan Shaqiri,Basel,18,3
