"year";"stage";"home_team";"away_team";"home_score";"away_score";"winner";"home_team_stats_score";"home_team_ranking";"away_team_stats_score";"away_team_ranking";"home_team_perform_hist";"away_team_perform_hist";"home_team_wc_perform";"away_team_wc_perform"
2018;"Group B";"Portugal";"Spain";3;3;"draw";75,415652173913;1274;81,5217391304348;1126;0,285714285714286;0,285714285714286;0,5;0,491525423728814
2018;"Group C";"France";"Australia";2;1;"home_team";81,0539130434783;1198;72,0869565217391;718;1;0;0,474576271186441;0,153846153846154
2018;"Group D";"Argentina";"Iceland";1;1;"draw";80,8869565217391;1241;71,5;908;0;0;0,545454545454545;0
2018;"Group C";"Peru";"Denmark";0;1;"away_team";72,304347826087;1125;75,8695652173913;1051;0;1;0,266666666666667;0,5
2018;"Group D";"Croatia";"Nigeria";2;0;"home_team";80,7204347826087;945;72,8636363636364;618;1;0;0,4375;0,277777777777778
2018;"Group E";"Costa Rica";"Serbia";0;1;"away_team";70,4782608695652;884;76,8260869565217;751;0;1;0,333333333333333;0,285714285714286
2018;"Group F";"Germany";"Mexico";0;1;"away_team";80,8260869565217;1558;74,1304347826087;989;0,666666666666667;0,333333333333333;0,681818181818182;0,264150943396226
2018;"Group E";"Brazil";"Switzerland";1;1;"draw";81,7272727272727;1431;77,6521739130435;1199;0,333333333333333;0,333333333333333;0,673076923076923;0,333333333333333
2018;"Group F";"Sweden";"South Korea";1;0;"home_team";74,0869565217391;880;61,695652173913;544;0,333333333333333;0;0,347826086956522;0,161290322580645
2018;"Group G";"Belgium";"Panama";3;0;"home_team";82,6760869565217;1298;67,65;571;1;0;0,341463414634146;0
2018;"Group G";"Tunisia";"England";1;2;"away_team";71,9545454545455;910;76,464347826087;1051;0;1;0,0833333333333333;0,419354838709677
2018;"Group H";"Colombia";"Japan";1;2;"away_team";75,3913043478261;986;73,5217391304348;521;0,5;0,25;0,388888888888889;0,235294117647059
2018;"Group H";"Poland";"Senegal";1;2;"away_team";75,9565217391304;1183;71,9130434782609;838;0;1;0,483870967741935;0,4
2018;"Group A";"Russia";"Egypt";3;1;"home_team";76,75;457;72,0803933747412;649;1;0;0,222222222222222;0
2018;"Group B";"Portugal";"Morocco";1;0;"home_team";75,415652173913;1274;76;686;1;0;0,5;0,153846153846154
2018;"Group A";"Uruguay";"Saudi Arabia";1;0;"home_team";78,3913043478261;1018;67,625;465;0,333333333333333;0,333333333333333;0,392156862745098;0,153846153846154
2018;"Group B";"IR Iran";"Spain";0;1;"away_team";70,8095238095238;708;81,5217391304348;1126;0;1;0,0833333333333333;0,491525423728814
2018;"Group C";"Denmark";"Australia";1;1;"draw";75,8695652173913;1051;72,0869565217391;718;0,5;0,25;0,5;0,153846153846154
2018;"Group C";"France";"Peru";1;0;"home_team";81,0539130434783;1198;72,304347826087;1125;1;0;0,474576271186441;0,266666666666667
2018;"Group D";"Argentina";"Croatia";0;3;"away_team";80,8869565217391;1241;80,7204347826087;945;0,333333333333333;0,666666666666667;0,545454545454545;0,4375
2018;"Group E";"Brazil";"Costa Rica";2;0;"home_team";81,7272727272727;1431;70,4782608695652;884;1;0;0,673076923076923;0,333333333333333
2018;"Group D";"Nigeria";"Iceland";2;0;"home_team";72,8636363636364;618;71,5;908;1;0;0,277777777777778;0
2018;"Group E";"Serbia";"Switzerland";1;2;"away_team";76,8260869565217;751;77,6521739130435;1199;0;1;0,285714285714286;0,333333333333333
2018;"Group G";"Belgium";"Tunisia";5;2;"home_team";82,6760869565217;1298;71,9545454545455;910;0,666666666666667;0;0,341463414634146;0,0833333333333333
2018;"Group F";"South Korea";"Mexico";1;2;"away_team";61,695652173913;544;74,1304347826087;989;0,25;0,5;0,161290322580645;0,264150943396226
2018;"Group F";"Germany";"Sweden";2;1;"home_team";80,8260869565217;1558;74,0869565217391;880;0,666666666666667;0;0,681818181818182;0,347826086956522
2018;"Group G";"England";"Panama";6;1;"home_team";76,464347826087;1051;67,65;571;1;0;0,419354838709677;0
2018;"Group H";"Japan";"Senegal";2;2;"draw";73,5217391304348;521;71,9130434782609;838;0;0,5;0,235294117647059;0,4
2018;"Group H";"Poland";"Colombia";0;3;"away_team";75,9565217391304;1183;75,3913043478261;986;0;1;0,483870967741935;0,388888888888889
2018;"Group A";"Russia";"Uruguay";0;3;"away_team";76,75;457;78,3913043478261;1018;0;0,5;0,222222222222222;0,392156862745098
2018;"Group A";"Saudi Arabia";"Egypt";2;1;"home_team";67,625;465;72,0803933747412;649;0,5;0,5;0,153846153846154;0
2018;"Group B";"Spain";"Morocco";2;2;"draw";81,5217391304348;1126;76;686;0;0;0,491525423728814;0,153846153846154
2018;"Group B";"IR Iran";"Portugal";1;1;"draw";70,8095238095238;708;75,415652173913;1274;0;0,5;0,0833333333333333;0,5
2018;"Group C";"Australia";"Peru";0;2;"away_team";72,0869565217391;718;72,304347826087;1125;0;1;0,153846153846154;0,266666666666667
2018;"Group C";"Denmark";"France";0;0;"draw";75,8695652173913;1051;81,0539130434783;1198;0,2;0,6;0,5;0,474576271186441
2018;"Group D";"Nigeria";"Argentina";1;2;"away_team";72,8636363636364;618;80,8869565217391;1241;0,285714285714286;0,714285714285714;0,277777777777778;0,545454545454545
2018;"Group D ";"Iceland";"Croatia";1;2;"away_team";71,5;908;80,7204347826087;945;0,142857142857143;0,714285714285714;0;0,4375
2018;"Group F";"South Korea";"Germany";2;0;"home_team";61,695652173913;544;80,8260869565217;1558;0,666666666666667;0,333333333333333;0,161290322580645;0,681818181818182
2018;"Group F";"Mexico";"Sweden";0;3;"away_team";74,1304347826087;989;74,0869565217391;880;0;0,666666666666667;0,264150943396226;0,347826086956522
2018;"Group E";"Serbia";"Brazil";0;2;"away_team";76,8260869565217;751;81,7272727272727;1431;0;1;0,285714285714286;0,673076923076923
2018;"Group E";"Switzerland";"Costa Rica";2;2;"draw";77,6521739130435;1199;70,4782608695652;884;0,333333333333333;0,333333333333333;0,333333333333333;0,333333333333333
2018;"Group H";"Japan";"Poland";0;1;"away_team";73,5217391304348;521;75,9565217391304;1183;0,5;0,5;0,235294117647059;0,483870967741935
2018;"Group H";"Senegal";"Colombia";0;1;"away_team";71,9130434782609;838;75,3913043478261;986;0;0,666666666666667;0,4;0,388888888888889
2018;"Group G";"Panama";"Tunisia";1;2;"away_team";67,65;571;71,9545454545455;910;0;1;0;0,0833333333333333
2018;"Group G";"England";"Belgium";0;1;"away_team";76,464347826087;1051;82,6760869565217;1298;0,333333333333333;0,666666666666667;0,419354838709677;0,341463414634146
2018;"Round of 16";"France";"Argentina";4;3;"home_team";81,0539130434783;1198;80,8869565217391;1241;0,333333333333333;0,666666666666667;0,474576271186441;0,545454545454545
2018;"Round of 16";"Uruguay";"Portugal";2;1;"home_team";78,3913043478261;1018;75,415652173913;1274;1;0;0,392156862745098;0,5
2018;"Round of 16";"Russia";"Spain";1;1;"draw";76,75;457;81,5217391304348;1126;0;0,5;0,222222222222222;0,491525423728814
2018;"Round of 16";"Croatia";"Denmark";1;1;"draw";80,7204347826087;945;75,8695652173913;1051;0,5;0;0,4375;0,5
2018;"Round of 16";"Brazil";"Mexico";2;0;"home_team";81,7272727272727;1431;74,1304347826087;989;0,461538461538462;0,384615384615385;0,673076923076923;0,264150943396226
2018;"Round of 16";"Belgium";"Japan";3;2;"home_team";82,6760869565217;1298;73,5217391304348;521;0,4;0,4;0,341463414634146;0,235294117647059
2018;"Round of 16";"Sweden";"Switzerland";1;0;"home_team";74,0869565217391;880;77,6521739130435;1199;0,5;0;0,347826086956522;0,333333333333333
2018;"Round of 16";"Colombia";"England";1;1;"draw";75,3913043478261;986;76,464347826087;1051;0;0,5;0,388888888888889;0,419354838709677
2018;"Quarterfinals";"Uruguay";"France";0;2;"away_team";78,3913043478261;1018;81,0539130434783;1198;0,142857142857143;0,285714285714286;0,392156862745098;0,474576271186441
2018;"Quarterfinals";"Brazil";"Belgium";1;2;"away_team";81,7272727272727;1431;82,6760869565217;1298;0,5;0,5;0,673076923076923;0,341463414634146
2018;"Quarterfinals";"Sweden";"England";0;2;"away_team";74,0869565217391;880;76,464347826087;1051;0,285714285714286;0,428571428571429;0,347826086956522;0,419354838709677
2018;"Quarterfinals";"Russia";"Croatia";2;2;"draw";76,75;457;80,7204347826087;945;0;0,25;0,222222222222222;0,4375
2018;"Semifinals";"France";"Belgium";1;0;"home_team";81,0539130434783;1198;82,6760869565217;1298;0,333333333333333;0,333333333333333;0,474576271186441;0,341463414634146
2018;"Semifinals";"Croatia";"England";2;1;"home_team";80,7204347826087;945;76,464347826087;1051;0,333333333333333;0,555555555555556;0,4375;0,419354838709677
2018;"Third place";"Belgium";"England";2;0;"home_team";82,6760869565217;1298;76,464347826087;1051;0,666666666666667;0,333333333333333;0,341463414634146;0,419354838709677
2018;"Final";"France";"Croatia";4;2;"home_team";81,0539130434783;1198;80,7204347826087;945;0,333333333333333;0;0,474576271186441;0,4375
