"date";"home_team";"away_team";"home_score";"away_score";"tournament";"country";"neutral";"year";"winner"
"2017-09-03";"Netherlands";"Bulgaria";3;1;"FIFA World Cup qualification";"Netherlands";FALSE;2017;"Netherlands"
"2017-09-04";"Armenia";"Denmark";1;4;"FIFA World Cup qualification";"Armenia";FALSE;2017;"Denmark"
"2017-09-04";"Azerbaijan";"San Marino";5;1;"FIFA World Cup qualification";"Azerbaijan";FALSE;2017;"Azerbaijan"
"2017-09-04";"Cameroon";"Nigeria";1;1;"FIFA World Cup qualification";"Cameroon";FALSE;2017;"draw"
"2017-09-04";"England";"Slovakia";2;1;"FIFA World Cup qualification";"England";FALSE;2017;"England"
"2017-09-04";"Germany";"Norway";6;0;"FIFA World Cup qualification";"Germany";FALSE;2017;"Germany"
"2017-09-04";"Libya";"Guinea";1;0;"FIFA World Cup qualification";"Tunisia";TRUE;2017;"Libya"
"2017-09-04";"Malawi";"Togo";1;0;"Friendly";"Morocco";TRUE;2017;"Malawi"
"2017-09-04";"Montenegro";"Romania";1;0;"FIFA World Cup qualification";"Montenegro";FALSE;2017;"Montenegro"
"2017-09-04";"Northern Ireland";"Czech Republic";2;0;"FIFA World Cup qualification";"Northern Ireland";FALSE;2017;"Northern Ireland"
"2017-09-04";"Poland";"Kazakhstan";3;0;"FIFA World Cup qualification";"Poland";FALSE;2017;"Poland"
"2017-09-04";"Scotland";"Malta";2;0;"FIFA World Cup qualification";"Scotland";FALSE;2017;"Scotland"
"2017-09-04";"Slovenia";"Lithuania";4;0;"FIFA World Cup qualification";"Slovenia";FALSE;2017;"Slovenia"
"2017-09-05";"Algeria";"Zambia";0;1;"FIFA World Cup qualification";"Algeria";FALSE;2017;"Zambia"
"2017-09-05";"Argentina";"Venezuela";1;1;"FIFA World Cup qualification";"Argentina";FALSE;2017;"draw"
"2017-09-05";"Australia";"Thailand";2;1;"FIFA World Cup qualification";"Australia";FALSE;2017;"Australia"
"2017-09-05";"Austria";"Georgia";1;1;"FIFA World Cup qualification";"Austria";FALSE;2017;"draw"
"2017-09-05";"Bahrain";"Taiwan";5;0;"AFC Asian Cup qualification";"Bahrain";FALSE;2017;"Bahrain"
"2017-09-05";"Bhutan";"Palestine";0;2;"AFC Asian Cup qualification";"Bhutan";FALSE;2017;"Palestine"
"2017-09-05";"Bolivia";"Chile";1;0;"FIFA World Cup qualification";"Bolivia";FALSE;2017;"Bolivia"
"2017-09-05";"Burkina Faso";"Senegal";2;2;"FIFA World Cup qualification";"Burkina Faso";FALSE;2017;"draw"
"2017-09-05";"Cambodia";"Vietnam";1;2;"AFC Asian Cup qualification";"Cambodia";FALSE;2017;"Vietnam"
"2017-09-05";"Colombia";"Brazil";1;1;"FIFA World Cup qualification";"Colombia";FALSE;2017;"draw"
"2017-09-05";"Congo";"Ghana";1;5;"FIFA World Cup qualification";"Congo";FALSE;2017;"Ghana"
"2017-09-05";"DR Congo";"Tunisia";2;2;"FIFA World Cup qualification";"DR Congo";FALSE;2017;"draw"
"2017-09-05";"Costa Rica";"Mexico";1;1;"FIFA World Cup qualification";"Costa Rica";FALSE;2017;"draw"
"2017-09-05";"Ecuador";"Peru";1;2;"FIFA World Cup qualification";"Ecuador";FALSE;2017;"Peru"
"2017-09-05";"Egypt";"Uganda";1;0;"FIFA World Cup qualification";"Egypt";FALSE;2017;"Egypt"
"2017-09-05";"Honduras";"USA";1;1;"FIFA World Cup qualification";"Honduras";FALSE;2017;"draw"
"2017-09-05";"Iceland";"Ukraine";2;0;"FIFA World Cup qualification";"Iceland";FALSE;2017;"Iceland"
"2017-09-05";"IR Iran";"Syria";2;2;"FIFA World Cup qualification";"Iran";FALSE;2017;"draw"
"2017-09-05";"Iraq";"United Arab Emirates";1;0;"FIFA World Cup qualification";"Jordan";TRUE;2017;"Iraq"
"2017-09-05";"Republic of Ireland";"Serbia";0;1;"FIFA World Cup qualification";"Republic of Ireland";FALSE;2017;"Serbia"
"2017-09-05";"Italy";"Israel";1;0;"FIFA World Cup qualification";"Italy";FALSE;2017;"Italy"
"2017-09-05";"Ivory Coast";"Gabon";1;2;"FIFA World Cup qualification";"Ivory Coast";FALSE;2017;"Gabon"
"2017-09-05";"Jordan";"Afghanistan";4;1;"AFC Asian Cup qualification";"Jordan";FALSE;2017;"Jordan"
"2017-09-05";"North Korea";"Lebanon";2;2;"AFC Asian Cup qualification";"North Korea";FALSE;2017;"draw"
"2017-09-05";"Kosovo";"Finland";0;1;"FIFA World Cup qualification";"Albania";TRUE;2017;"Finland"
"2017-09-05";"Liechtenstein";"Spain";0;8;"FIFA World Cup qualification";"Liechtenstein";FALSE;2017;"Spain"
"2017-09-05";"Macau";"India";0;2;"AFC Asian Cup qualification";"Macau";FALSE;2017;"India"
"2017-09-05";"North Macedonia";"Albania";1;1;"FIFA World Cup qualification";"North Macedonia";FALSE;2017;"draw"
"2017-09-05";"Malaysia";"Hong Kong";1;1;"AFC Asian Cup qualification";"Malaysia";FALSE;2017;"draw"
"2017-09-05";"Mali";"Morocco";0;0;"FIFA World Cup qualification";"Mali";FALSE;2017;"draw"
"2017-09-05";"Mauritania";"Niger";0;2;"Friendly";"Morocco";TRUE;2017;"Niger"
"2017-09-05";"Moldova";"Wales";0;2;"FIFA World Cup qualification";"Moldova";FALSE;2017;"Wales"
"2017-09-05";"Nepal";"Tajikistan";1;2;"AFC Asian Cup qualification";"Nepal";FALSE;2017;"Tajikistan"
"2017-09-05";"Oman";"Maldives";5;0;"AFC Asian Cup qualification";"Oman";FALSE;2017;"Oman"
"2017-09-05";"Panama";"Trinidad and Tobago";3;0;"FIFA World Cup qualification";"Panama";FALSE;2017;"Panama"
"2017-09-05";"Paraguay";"Uruguay";1;2;"FIFA World Cup qualification";"Paraguay";FALSE;2017;"Uruguay"
"2017-09-05";"Philippines";"Yemen";2;2;"AFC Asian Cup qualification";"Philippines";FALSE;2017;"draw"
"2017-09-05";"Qatar";"China PR";1;2;"FIFA World Cup qualification";"Qatar";FALSE;2017;"China PR"
"2017-09-05";"Saudi Arabia";"Japan";1;0;"FIFA World Cup qualification";"Saudi Arabia";FALSE;2017;"Saudi Arabia"
"2017-09-05";"Singapore";"Turkmenistan";1;1;"AFC Asian Cup qualification";"Singapore";FALSE;2017;"draw"
"2017-09-05";"Solomon Islands";"New Zealand";2;2;"FIFA World Cup qualification";"Solomon Islands";FALSE;2017;"draw"
"2017-09-05";"South Africa";"Cape Verde";1;2;"FIFA World Cup qualification";"South Africa";FALSE;2017;"Cape Verde"
"2017-09-05";"Turkey";"Croatia";1;0;"FIFA World Cup qualification";"Turkey";FALSE;2017;"Turkey"
"2017-09-05";"Uzbekistan";"South Korea";0;0;"FIFA World Cup qualification";"Uzbekistan";FALSE;2017;"draw"
"2017-10-02";"Macau";"Laos";3;1;"Friendly";"Macau";FALSE;2017;"Macau"
"2017-10-05";"Argentina";"Peru";0;0;"FIFA World Cup qualification";"Argentina";FALSE;2017;"draw"
"2017-10-05";"Armenia";"Poland";1;6;"FIFA World Cup qualification";"Armenia";FALSE;2017;"Poland"
"2017-10-05";"Azerbaijan";"Czech Republic";1;2;"FIFA World Cup qualification";"Azerbaijan";FALSE;2017;"Czech Republic"
"2017-10-05";"Bolivia";"Brazil";0;0;"FIFA World Cup qualification";"Bolivia";FALSE;2017;"draw"
"2017-10-05";"Myanmar";"Thailand";1;3;"Friendly";"Myanmar";FALSE;2017;"Thailand"
"2017-10-05";"Chile";"Ecuador";2;1;"FIFA World Cup qualification";"Chile";FALSE;2017;"Chile"
"2017-10-05";"Colombia";"Paraguay";1;2;"FIFA World Cup qualification";"Colombia";FALSE;2017;"Paraguay"
"2017-10-05";"England";"Slovenia";1;0;"FIFA World Cup qualification";"England";FALSE;2017;"England"
"2017-10-05";"Hong Kong";"Laos";4;0;"Friendly";"Hong Kong";FALSE;2017;"Hong Kong"
"2017-10-05";"IR Iran";"Togo";2;0;"Friendly";"Iran";FALSE;2017;"IR Iran"
"2017-10-05";"Iraq";"Kenya";2;1;"Friendly";"Iraq";FALSE;2017;"Iraq"
"2017-10-05";"Malta";"Lithuania";1;1;"FIFA World Cup qualification";"Malta";FALSE;2017;"draw"
"2017-10-05";"Montenegro";"Denmark";0;1;"FIFA World Cup qualification";"Montenegro";FALSE;2017;"Denmark"
"2017-10-05";"Northern Ireland";"Germany";1;3;"FIFA World Cup qualification";"Northern Ireland";FALSE;2017;"Germany"
"2017-10-05";"Qatar";"Singapore";3;1;"Friendly";"Qatar";FALSE;2017;"Qatar"
"2017-10-05";"Romania";"Kazakhstan";3;1;"FIFA World Cup qualification";"Romania";FALSE;2017;"Romania"
"2017-10-05";"San Marino";"Norway";0;8;"FIFA World Cup qualification";"San Marino";FALSE;2017;"Norway"
"2017-10-05";"Scotland";"Slovakia";1;0;"FIFA World Cup qualification";"Scotland";FALSE;2017;"Scotland"
"2017-10-05";"Syria";"Australia";1;1;"FIFA World Cup qualification";"Malaysia";TRUE;2017;"draw"
"2017-10-05";"Taiwan";"Mongolia";4;2;"Friendly";"Taiwan";FALSE;2017;"Taiwan"
"2017-10-05";"Venezuela";"Uruguay";0;0;"FIFA World Cup qualification";"Venezuela";FALSE;2017;"draw"
"2017-10-06";"Austria";"Serbia";3;2;"FIFA World Cup qualification";"Austria";FALSE;2017;"Austria"
"2017-10-06";"Croatia";"Finland";1;1;"FIFA World Cup qualification";"Croatia";FALSE;2017;"draw"
"2017-10-06";"Georgia";"Wales";0;1;"FIFA World Cup qualification";"Georgia";FALSE;2017;"Wales"
"2017-10-06";"Republic of Ireland";"Moldova";2;0;"FIFA World Cup qualification";"Republic of Ireland";FALSE;2017;"Republic of Ireland"
"2017-10-06";"Italy";"North Macedonia";1;1;"FIFA World Cup qualification";"Italy";FALSE;2017;"draw"
"2017-10-06";"Japan";"New Zealand";2;1;"Kirin Challenge Cup";"Japan";FALSE;2017;"Japan"
"2017-10-06";"Kosovo";"Ukraine";0;2;"FIFA World Cup qualification";"Albania";TRUE;2017;"Ukraine"
"2017-10-06";"Liechtenstein";"Israel";0;1;"FIFA World Cup qualification";"Liechtenstein";FALSE;2017;"Israel"
"2017-10-06";"Mali";"Ivory Coast";0;0;"FIFA World Cup qualification";"Mali";FALSE;2017;"draw"
"2017-10-06";"Mauritania";"Comoros";0;1;"Friendly";"Tunisia";TRUE;2017;"Comoros"
"2017-10-06";"Mexico";"Trinidad and Tobago";3;1;"FIFA World Cup qualification";"Mexico";FALSE;2017;"Mexico"
"2017-10-06";"Spain";"Albania";3;0;"FIFA World Cup qualification";"Spain";FALSE;2017;"Spain"
"2017-10-06";"Turkey";"Iceland";0;3;"FIFA World Cup qualification";"Turkey";FALSE;2017;"Iceland"
"2017-10-06";"USA";"Panama";4;0;"FIFA World Cup qualification";"United States";FALSE;2017;"USA"
"2017-10-07";"Andorra";"Portugal";0;2;"FIFA World Cup qualification";"Andorra";FALSE;2017;"Portugal"
"2017-10-07";"Belarus";"Netherlands";1;3;"FIFA World Cup qualification";"Belarus";FALSE;2017;"Netherlands"
"2017-10-07";"Bosnia and Herzegovina";"Belgium";3;4;"FIFA World Cup qualification";"Bosnia and Herzegovina";FALSE;2017;"Belgium"
"2017-10-07";"Bulgaria";"France";0;1;"FIFA World Cup qualification";"Bulgaria";FALSE;2017;"France"
"2017-10-07";"Cameroon";"Algeria";2;0;"FIFA World Cup qualification";"Cameroon";FALSE;2017;"Cameroon"
"2017-10-07";"Cape Verde";"Senegal";0;2;"FIFA World Cup qualification";"Cape Verde";FALSE;2017;"Senegal"
"2017-10-07";"Costa Rica";"Honduras";1;1;"FIFA World Cup qualification";"Costa Rica";FALSE;2017;"draw"
"2017-10-07";"Cyprus";"Greece";1;2;"FIFA World Cup qualification";"Cyprus";FALSE;2017;"Greece"
"2017-10-07";"Faroe Islands";"Latvia";0;0;"FIFA World Cup qualification";"Faroe Islands";FALSE;2017;"draw"
"2017-10-07";"Gibraltar";"Estonia";0;6;"FIFA World Cup qualification";"Portugal";TRUE;2017;"Estonia"
"2017-10-07";"Grenada";"Guyana";1;0;"Friendly";"Grenada";FALSE;2017;"Grenada"
"2017-10-07";"Guinea";"Tunisia";1;4;"FIFA World Cup qualification";"Guinea";FALSE;2017;"Tunisia"
"2017-10-07";"Libya";"DR Congo";1;2;"FIFA World Cup qualification";"Tunisia";TRUE;2017;"DR Congo"
"2017-10-07";"Morocco";"Gabon";3;0;"FIFA World Cup qualification";"Morocco";FALSE;2017;"Morocco"
"2017-10-07";"Nigeria";"Zambia";1;0;"FIFA World Cup qualification";"Nigeria";FALSE;2017;"Nigeria"
"2017-10-07";"Russia";"South Korea";4;2;"Friendly";"Russia";FALSE;2017;"Russia"
"2017-10-07";"Saudi Arabia";"Jamaica";5;2;"Friendly";"Saudi Arabia";FALSE;2017;"Saudi Arabia"
"2017-10-07";"South Africa";"Burkina Faso";3;1;"FIFA World Cup qualification";"South Africa";FALSE;2017;"South Africa"
"2017-10-07";"Sweden";"Luxembourg";8;0;"FIFA World Cup qualification";"Sweden";FALSE;2017;"Sweden"
"2017-10-07";"Switzerland";"Hungary";5;2;"FIFA World Cup qualification";"Switzerland";FALSE;2017;"Switzerland"
"2017-10-07";"Tanzania";"Malawi";1;1;"Friendly";"Tanzania";FALSE;2017;"draw"
"2017-10-07";"Uganda";"Ghana";0;0;"FIFA World Cup qualification";"Uganda";FALSE;2017;"draw"
"2017-10-08";"Czech Republic";"San Marino";5;0;"FIFA World Cup qualification";"Czech Republic";FALSE;2017;"Czech Republic"
"2017-10-08";"Denmark";"Romania";1;1;"FIFA World Cup qualification";"Denmark";FALSE;2017;"draw"
"2017-10-08";"Egypt";"Congo";2;1;"FIFA World Cup qualification";"Egypt";FALSE;2017;"Egypt"
"2017-10-08";"El Salvador";"Canada";1;0;"Friendly";"United States";TRUE;2017;"El Salvador"
"2017-10-08";"Germany";"Azerbaijan";5;1;"FIFA World Cup qualification";"Germany";FALSE;2017;"Germany"
"2017-10-08";"Kazakhstan";"Armenia";1;1;"FIFA World Cup qualification";"Kazakhstan";FALSE;2017;"draw"
"2017-10-08";"Lithuania";"England";0;1;"FIFA World Cup qualification";"Lithuania";FALSE;2017;"England"
"2017-10-08";"Norway";"Northern Ireland";1;0;"FIFA World Cup qualification";"Norway";FALSE;2017;"Norway"
"2017-10-08";"Poland";"Montenegro";4;2;"FIFA World Cup qualification";"Poland";FALSE;2017;"Poland"
"2017-10-08";"Slovakia";"Malta";3;0;"FIFA World Cup qualification";"Slovakia";FALSE;2017;"Slovakia"
"2017-10-08";"Slovenia";"Scotland";2;2;"FIFA World Cup qualification";"Slovenia";FALSE;2017;"draw"
"2017-10-08";"Thailand";"Kenya";1;0;"Friendly";"Thailand";FALSE;2017;"Thailand"
"2017-10-09";"Albania";"Italy";0;1;"FIFA World Cup qualification";"Albania";FALSE;2017;"Italy"
"2017-10-09";"Equatorial Guinea";"Mauritius";3;1;"Friendly";"Equatorial Guinea";FALSE;2017;"Equatorial Guinea"
"2017-10-09";"Finland";"Turkey";2;2;"FIFA World Cup qualification";"Finland";FALSE;2017;"draw"
"2017-10-09";"Iceland";"Kosovo";2;0;"FIFA World Cup qualification";"Iceland";FALSE;2017;"Iceland"
"2017-10-09";"Israel";"Spain";0;1;"FIFA World Cup qualification";"Israel";FALSE;2017;"Spain"
"2017-10-09";"North Macedonia";"Liechtenstein";4;0;"FIFA World Cup qualification";"North Macedonia";FALSE;2017;"North Macedonia"
"2017-10-09";"Moldova";"Austria";0;1;"FIFA World Cup qualification";"Moldova";FALSE;2017;"Austria"
"2017-10-09";"Serbia";"Georgia";1;0;"FIFA World Cup qualification";"Serbia";FALSE;2017;"Serbia"
"2017-10-09";"Ukraine";"Croatia";0;2;"FIFA World Cup qualification";"Ukraine";FALSE;2017;"Croatia"
"2017-10-09";"Wales";"Republic of Ireland";0;1;"FIFA World Cup qualification";"Wales";FALSE;2017;"Republic of Ireland"
"2017-10-10";"Afghanistan";"Jordan";3;3;"AFC Asian Cup qualification";"Tajikistan";TRUE;2017;"draw"
"2017-10-10";"Australia";"Syria";2;1;"FIFA World Cup qualification";"Australia";FALSE;2017;"Australia"
"2017-10-10";"Belgium";"Cyprus";4;0;"FIFA World Cup qualification";"Belgium";FALSE;2017;"Belgium"
"2017-10-10";"Benin";"Gabon";1;0;"Friendly";"France";TRUE;2017;"Benin"
"2017-10-10";"Brazil";"Chile";3;0;"FIFA World Cup qualification";"Brazil";FALSE;2017;"Brazil"
"2017-10-10";"Myanmar";"Kyrgyzstan";2;2;"AFC Asian Cup qualification";"Myanmar";FALSE;2017;"draw"
"2017-10-10";"Ecuador";"Argentina";1;3;"FIFA World Cup qualification";"Ecuador";FALSE;2017;"Argentina"
"2017-10-10";"Estonia";"Bosnia and Herzegovina";1;2;"FIFA World Cup qualification";"Estonia";FALSE;2017;"Bosnia and Herzegovina"
"2017-10-10";"France";"Belarus";2;1;"FIFA World Cup qualification";"France";FALSE;2017;"France"
"2017-10-10";"Greece";"Gibraltar";4;0;"FIFA World Cup qualification";"Greece";FALSE;2017;"Greece"
"2017-10-10";"Honduras";"Mexico";3;2;"FIFA World Cup qualification";"Honduras";FALSE;2017;"Honduras"
"2017-10-10";"Hong Kong";"Malaysia";2;0;"AFC Asian Cup qualification";"Hong Kong";FALSE;2017;"Hong Kong"
"2017-10-10";"Hungary";"Faroe Islands";1;0;"FIFA World Cup qualification";"Hungary";FALSE;2017;"Hungary"
"2017-10-10";"Japan";"Haiti";3;3;"Kirin Challenge Cup";"Japan";FALSE;2017;"draw"
"2017-10-10";"South Korea";"Morocco";1;3;"Friendly";"Switzerland";TRUE;2017;"Morocco"
"2017-10-10";"Latvia";"Andorra";4;0;"FIFA World Cup qualification";"Latvia";FALSE;2017;"Latvia"
"2017-10-10";"Lebanon";"North Korea";5;0;"AFC Asian Cup qualification";"Lebanon";FALSE;2017;"Lebanon"
"2017-10-10";"Luxembourg";"Bulgaria";1;1;"FIFA World Cup qualification";"Luxembourg";FALSE;2017;"draw"
"2017-10-10";"Maldives";"Oman";1;3;"AFC Asian Cup qualification";"Maldives";FALSE;2017;"Oman"
"2017-10-10";"Netherlands";"Sweden";2;0;"FIFA World Cup qualification";"Netherlands";FALSE;2017;"Netherlands"
"2017-10-10";"Palestine";"Bhutan";10;0;"AFC Asian Cup qualification";"Palestine";FALSE;2017;"Palestine"
"2017-10-10";"Panama";"Costa Rica";2;1;"FIFA World Cup qualification";"Panama";FALSE;2017;"Panama"
"2017-10-10";"Paraguay";"Venezuela";0;1;"FIFA World Cup qualification";"Paraguay";FALSE;2017;"Venezuela"
"2017-10-10";"Peru";"Colombia";1;1;"FIFA World Cup qualification";"Peru";FALSE;2017;"draw"
"2017-10-10";"Portugal";"Switzerland";2;0;"FIFA World Cup qualification";"Portugal";FALSE;2017;"Portugal"
"2017-10-10";"Qatar";"Curaçao";1;2;"Friendly";"Qatar";FALSE;2017;"Curaçao"
"2017-10-10";"Russia";"IR Iran";1;1;"Friendly";"Russia";FALSE;2017;"draw"
"2017-10-10";"Saudi Arabia";"Ghana";0;3;"Friendly";"Saudi Arabia";FALSE;2017;"Ghana"
"2017-10-10";"Taiwan";"Bahrain";2;1;"AFC Asian Cup qualification";"Taiwan";FALSE;2017;"Taiwan"
"2017-10-10";"Tajikistan";"Nepal";3;0;"AFC Asian Cup qualification";"Tajikistan";FALSE;2017;"Tajikistan"
"2017-10-10";"Trinidad and Tobago";"USA";2;1;"FIFA World Cup qualification";"Trinidad and Tobago";FALSE;2017;"Trinidad and Tobago"
"2017-10-10";"Turkmenistan";"Singapore";2;1;"AFC Asian Cup qualification";"Turkmenistan";FALSE;2017;"Turkmenistan"
"2017-10-10";"Uruguay";"Bolivia";4;2;"FIFA World Cup qualification";"Uruguay";FALSE;2017;"Uruguay"
"2017-10-10";"Vietnam";"Cambodia";5;0;"AFC Asian Cup qualification";"Vietnam";FALSE;2017;"Vietnam"
"2017-10-10";"Yemen";"Philippines";1;1;"AFC Asian Cup qualification";"Qatar";TRUE;2017;"draw"
"2017-10-11";"India";"Macau";4;1;"AFC Asian Cup qualification";"India";FALSE;2017;"India"
"2017-10-24";"Grenada";"Panama";0;5;"Friendly";"Grenada";FALSE;2017;"Panama"
"2017-10-28";"Bermuda";"Barbados";2;3;"Friendly";"Bermuda";FALSE;2017;"Barbados"
"2017-11-08";"Congo";"Benin";1;1;"Friendly";"Congo";FALSE;2017;"draw"
"2017-11-08";"Iceland";"Czech Republic";1;2;"Friendly";"Qatar";TRUE;2017;"Czech Republic"
"2017-11-08";"Nicaragua";"Dominican Republic";0;3;"Friendly";"Nicaragua";FALSE;2017;"Dominican Republic"
"2017-11-09";"Armenia";"Belarus";4;1;"Friendly";"Armenia";FALSE;2017;"Armenia"
"2017-11-09";"Cambodia";"Myanmar";1;2;"Friendly";"Cambodia";FALSE;2017;"Myanmar"
"2017-11-09";"Croatia";"Greece";4;1;"FIFA World Cup qualification";"Croatia";FALSE;2017;"Croatia"
"2017-11-09";"Finland";"Estonia";3;0;"Friendly";"Finland";FALSE;2017;"Finland"
"2017-11-09";"Hong Kong";"Bahrain";0;2;"Friendly";"Hong Kong";FALSE;2017;"Bahrain"
"2017-11-09";"IR Iran";"Panama";2;1;"Friendly";"Austria";TRUE;2017;"IR Iran"
"2017-11-09";"Luxembourg";"Hungary";2;1;"Friendly";"Luxembourg";FALSE;2017;"Luxembourg"
"2017-11-09";"Northern Ireland";"Switzerland";0;1;"FIFA World Cup qualification";"Northern Ireland";FALSE;2017;"Switzerland"
"2017-11-09";"Romania";"Turkey";2;0;"Friendly";"Romania";FALSE;2017;"Romania"
"2017-11-09";"Scotland";"Netherlands";0;1;"Friendly";"Scotland";FALSE;2017;"Netherlands"
"2017-11-09";"Singapore";"Lebanon";0;1;"Friendly";"Singapore";FALSE;2017;"Lebanon"
"2017-11-10";"Algeria";"Nigeria";3;0;"FIFA World Cup qualification";"Algeria";FALSE;2017;"Algeria"
"2017-11-10";"Belgium";"Mexico";3;3;"Friendly";"Belgium";FALSE;2017;"draw"
"2017-11-10";"China PR";"Serbia";0;2;"Friendly";"China PR";FALSE;2017;"Serbia"
"2017-11-10";"England";"Germany";0;0;"Friendly";"England";FALSE;2017;"draw"
"2017-11-10";"France";"Wales";2;0;"Friendly";"France";FALSE;2017;"France"
"2017-11-10";"Georgia";"Cyprus";1;0;"Friendly";"Georgia";FALSE;2017;"Georgia"
"2017-11-10";"Honduras";"Australia";0;0;"FIFA World Cup qualification";"Honduras";FALSE;2017;"draw"
"2017-11-10";"Japan";"Brazil";1;3;"Friendly";"France";TRUE;2017;"Brazil"
"2017-11-10";"North Korea";"Malaysia";4;1;"AFC Asian Cup qualification";"Thailand";TRUE;2017;"North Korea"
"2017-11-10";"South Korea";"Colombia";2;1;"Friendly";"South Korea";FALSE;2017;"South Korea"
"2017-11-10";"Poland";"Uruguay";0;0;"Friendly";"Poland";FALSE;2017;"draw"
"2017-11-10";"Portugal";"Saudi Arabia";3;0;"Friendly";"Portugal";FALSE;2017;"Portugal"
"2017-11-10";"South Africa";"Senegal";0;2;"FIFA World Cup qualification";"South Africa";FALSE;2017;"Senegal"
"2017-11-10";"Sweden";"Italy";1;0;"FIFA World Cup qualification";"Sweden";FALSE;2017;"Sweden"
"2017-11-10";"Ukraine";"Slovakia";2;1;"Friendly";"Ukraine";FALSE;2017;"Ukraine"
"2017-11-11";"Comoros";"Madagascar";1;1;"Friendly";"France";TRUE;2017;"draw"
"2017-11-11";"DR Congo";"Guinea";3;1;"FIFA World Cup qualification";"DR Congo";FALSE;2017;"DR Congo"
"2017-11-11";"Denmark";"Republic of Ireland";0;0;"FIFA World Cup qualification";"Denmark";FALSE;2017;"draw"
"2017-11-11";"Dominican Republic";"Nicaragua";1;0;"Friendly";"Dominican Republic";FALSE;2017;"Dominican Republic"
"2017-11-11";"Gabon";"Mali";0;0;"FIFA World Cup qualification";"Gabon";FALSE;2017;"draw"
"2017-11-11";"Ivory Coast";"Morocco";0;2;"FIFA World Cup qualification";"Ivory Coast";FALSE;2017;"Morocco"
"2017-11-11";"North Macedonia";"Norway";2;0;"Friendly";"North Macedonia";FALSE;2017;"North Macedonia"
"2017-11-11";"Malawi";"Lesotho";1;1;"Friendly";"Malawi";FALSE;2017;"draw"
"2017-11-11";"Namibia";"Zimbabwe";3;1;"Friendly";"Namibia";FALSE;2017;"Namibia"
"2017-11-11";"New Zealand";"Peru";0;0;"FIFA World Cup qualification";"New Zealand";FALSE;2017;"draw"
"2017-11-11";"Qatar";"Czech Republic";0;1;"Friendly";"Qatar";FALSE;2017;"Czech Republic"
"2017-11-11";"Russia";"Argentina";0;1;"Friendly";"Russia";FALSE;2017;"Argentina"
"2017-11-11";"Spain";"Costa Rica";5;0;"Friendly";"Spain";FALSE;2017;"Spain"
"2017-11-11";"Trinidad and Tobago";"Grenada";2;2;"Friendly";"Trinidad and Tobago";FALSE;2017;"draw"
"2017-11-11";"Tunisia";"Libya";0;0;"FIFA World Cup qualification";"Tunisia";FALSE;2017;"draw"
"2017-11-11";"Zambia";"Cameroon";2;2;"FIFA World Cup qualification";"Zambia";FALSE;2017;"draw"
"2017-11-12";"Benin";"Tanzania";1;1;"Friendly";"Benin";FALSE;2017;"draw"
"2017-11-12";"Congo";"Uganda";1;1;"FIFA World Cup qualification";"Congo";FALSE;2017;"draw"
"2017-11-12";"Ghana";"Egypt";1;1;"FIFA World Cup qualification";"Ghana";FALSE;2017;"draw"
"2017-11-12";"Greece";"Croatia";0;0;"FIFA World Cup qualification";"Greece";FALSE;2017;"draw"
"2017-11-12";"Malta";"Estonia";0;3;"Friendly";"Malta";FALSE;2017;"Estonia"
"2017-11-12";"Switzerland";"Northern Ireland";0;0;"FIFA World Cup qualification";"Switzerland";FALSE;2017;"draw"
"2017-11-12";"Togo";"Mauritius";6;0;"Friendly";"Togo";FALSE;2017;"Togo"
"2017-11-13";"Armenia";"Cyprus";3;2;"Friendly";"Armenia";FALSE;2017;"Armenia"
"2017-11-13";"Bulgaria";"Saudi Arabia";1;0;"Friendly";"Portugal";TRUE;2017;"Bulgaria"
"2017-11-13";"Georgia";"Belarus";2;2;"Friendly";"Georgia";FALSE;2017;"draw"
"2017-11-13";"IR Iran";"Venezuela";1;0;"Friendly";"Netherlands";TRUE;2017;"IR Iran"
"2017-11-13";"Iraq";"Syria";1;1;"Friendly";"Iraq";FALSE;2017;"draw"
"2017-11-13";"Italy";"Sweden";0;0;"FIFA World Cup qualification";"Italy";FALSE;2017;"draw"
"2017-11-13";"Kosovo";"Latvia";4;3;"Friendly";"Kosovo";FALSE;2017;"Kosovo"
"2017-11-13";"Malaysia";"North Korea";1;4;"AFC Asian Cup qualification";"Thailand";TRUE;2017;"North Korea"
"2017-11-13";"Poland";"Mexico";0;1;"Friendly";"Poland";FALSE;2017;"Mexico"
"2017-11-13";"Turkey";"Albania";2;3;"Friendly";"Turkey";FALSE;2017;"Albania"
"2017-11-14";"Algeria";"Central African Republic";3;0;"Friendly";"Algeria";FALSE;2017;"Algeria"
"2017-11-14";"Argentina";"Nigeria";2;4;"Friendly";"Russia";TRUE;2017;"Nigeria"
"2017-11-14";"Austria";"Uruguay";2;1;"Friendly";"Austria";FALSE;2017;"Austria"
"2017-11-14";"Belgium";"Japan";1;0;"Friendly";"Belgium";FALSE;2017;"Belgium"
"2017-11-14";"Bhutan";"Oman";2;4;"AFC Asian Cup qualification";"Bhutan";FALSE;2017;"Oman"
"2017-11-14";"Burkina Faso";"Cape Verde";4;0;"FIFA World Cup qualification";"Burkina Faso";FALSE;2017;"Burkina Faso"
"2017-11-14";"Cambodia";"Jordan";0;1;"AFC Asian Cup qualification";"Cambodia";FALSE;2017;"Jordan"
